Campaign_ID,Channel,Campaign_Type,Region,Age_Group,Impressions,Clicks,Spend,Conversions,Revenue,ROI,CTR,CPC,Conversion_Rate,Cost_Per_Conversion
CAMP-0867,Influencer,Lead Generation,South,25-34,36398,2048,101800.16,79,27722.1,-72.77,5.63,49.71,3.86,1288.61
CAMP-0868,Email,Brand Awareness,East,25-34,35714,546,2798.47,66,26970.05,863.74,1.53,5.13,12.09,42.4
CAMP-0869,Influencer,Lead Generation,West,18-24,13747,481,29788.22,17,4174.72,-85.99,3.5,61.93,3.53,1752.25
CAMP-0870,Influencer,Seasonal Sale,South,18-24,44227,2606,162037.35,151,27169.95,-83.23,5.89,62.18,5.79,1073.1
CAMP-0871,SMS,Seasonal Sale,North,45-54,39843,982,8631.31,102,5806.71,-32.73,2.46,8.79,10.39,84.62
CAMP-0872,Influencer,Brand Awareness,South,35-44,6937,229,14817.44,11,4964.85,-66.49,3.3,64.7,4.8,1347.04
CAMP-0873,Social Media,Seasonal Sale,East,45-54,48489,5119,120894.64,497,140228.89,15.99,10.56,23.62,9.71,243.25
CAMP-0874,Influencer,Retargeting,East,55+,8663,637,42109.74,37,16295.23,-61.3,7.35,66.11,5.81,1138.1
CAMP-0875,Google Ads,Brand Awareness,South,55+,37486,2109,76500.65,186,25644.7,-66.48,5.63,36.27,8.82,411.29
CAMP-0876,Google Ads,Brand Awareness,West,45-54,44655,3126,118475.96,560,243612.58,105.62,7.0,37.9,17.91,211.56
CAMP-0877,Email,Lead Generation,East,18-24,9163,999,5702.47,68,28604.44,401.61,10.9,5.71,6.81,83.86
CAMP-0878,Email,Seasonal Sale,North,18-24,3632,339,1719.62,42,19183.0,1015.54,9.33,5.07,12.39,40.94
CAMP-0879,Google Ads,Brand Awareness,West,45-54,31198,2962,135981.96,789,283031.17,108.14,9.49,45.91,26.64,172.35
CAMP-0880,Influencer,Lead Generation,East,18-24,10315,1040,74799.05,39,3710.78,-95.04,10.08,71.92,3.75,1917.92
CAMP-0881,Influencer,Brand Awareness,West,25-34,15769,1699,114191.14,167,57236.08,-49.88,10.77,67.21,9.83,683.78
CAMP-0882,Email,Lead Generation,West,25-34,45362,1944,8847.19,385,137202.51,1450.8,4.29,4.55,19.8,22.98
CAMP-0883,Influencer,Brand Awareness,West,45-54,24701,1911,122366.76,193,42718.4,-65.09,7.74,64.03,10.1,634.02
CAMP-0884,SMS,Brand Awareness,North,45-54,32196,3111,28839.64,430,34588.25,19.93,9.66,9.27,13.82,67.07
CAMP-0885,Email,Seasonal Sale,North,55+,20800,2421,9862.18,289,113245.44,1048.28,11.64,4.07,11.94,34.13
CAMP-0886,SMS,Brand Awareness,South,45-54,4752,366,2509.73,41,6472.2,157.88,7.7,6.86,11.2,61.21
CAMP-0887,Email,Brand Awareness,North,45-54,12722,1169,6854.6,155,36577.15,433.61,9.19,5.86,13.26,44.22
CAMP-0888,SMS,Seasonal Sale,West,25-34,31007,1509,13261.2,232,103038.18,676.99,4.87,8.79,15.37,57.16
CAMP-0889,SMS,Retargeting,North,55+,16434,232,2010.29,28,10521.48,423.38,1.41,8.67,12.07,71.8
CAMP-0890,Social Media,Lead Generation,West,18-24,49778,5942,146470.29,772,123215.72,-15.88,11.94,24.65,12.99,189.73
CAMP-0891,Email,Seasonal Sale,East,55+,48583,4824,23763.28,906,326900.35,1275.65,9.93,4.93,18.78,26.23
CAMP-0892,SMS,Brand Awareness,South,18-24,6152,583,4898.07,68,31162.21,536.21,9.48,8.4,11.66,72.03
CAMP-0893,Google Ads,Lead Generation,East,35-44,44597,3415,169674.12,631,176012.65,3.74,7.66,49.68,18.48,268.9
CAMP-0894,Google Ads,Seasonal Sale,South,45-54,35410,3588,133207.84,797,224110.19,68.24,10.13,37.13,22.21,167.14
CAMP-0895,Influencer,Retargeting,North,45-54,25638,1733,116199.69,92,12958.96,-88.85,6.76,67.05,5.31,1263.04
CAMP-0896,Influencer,Lead Generation,South,25-34,20797,1800,122926.46,155,19885.63,-83.82,8.66,68.29,8.61,793.07
CAMP-0897,Google Ads,Brand Awareness,South,35-44,23943,893,40593.07,204,71792.23,76.86,3.73,45.46,22.84,198.99
CAMP-0898,Influencer,Seasonal Sale,West,25-34,16976,1389,84989.06,52,23051.4,-72.88,8.18,61.19,3.74,1634.4
CAMP-0899,SMS,Lead Generation,East,55+,4237,218,1627.38,18,5495.99,237.72,5.15,7.47,8.26,90.41
CAMP-0900,Email,Brand Awareness,North,35-44,44515,5054,22434.44,382,154099.53,586.89,11.35,4.44,7.56,58.73
CAMP-0901,Influencer,Seasonal Sale,West,55+,5456,205,10053.24,19,5921.03,-41.1,3.76,49.04,9.27,529.12
CAMP-0902,Email,Lead Generation,East,35-44,27945,1055,5489.46,68,23167.96,322.04,3.78,5.2,6.45,80.73
CAMP-0903,Influencer,Retargeting,East,55+,29193,2945,191934.65,117,16124.34,-91.6,10.09,65.17,3.97,1640.47
CAMP-0904,Social Media,Retargeting,East,45-54,14826,343,7391.54,19,5035.11,-31.88,2.31,21.55,5.54,389.03
CAMP-0905,Google Ads,Brand Awareness,East,35-44,1534,62,2579.7,7,2823.4,9.45,4.04,41.61,11.29,368.53
CAMP-0906,Influencer,Lead Generation,East,55+,24878,363,19694.08,15,6438.65,-67.31,1.46,54.25,4.13,1312.94
CAMP-0907,SMS,Seasonal Sale,North,18-24,42486,2844,25913.17,152,60757.25,134.46,6.69,9.11,5.34,170.48
CAMP-0908,Google Ads,Brand Awareness,South,18-24,42118,2872,106552.15,682,42482.7,-60.13,6.82,37.1,23.75,156.23
CAMP-0909,Influencer,Seasonal Sale,North,45-54,41308,4418,279439.84,347,62982.51,-77.46,10.7,63.25,7.85,805.3
CAMP-0910,Google Ads,Retargeting,West,18-24,48078,1035,47115.47,132,22289.96,-52.69,2.15,45.52,12.75,356.94
CAMP-0911,Google Ads,Seasonal Sale,East,45-54,44185,4664,192493.77,773,41897.03,-78.23,10.56,41.27,16.57,249.02
CAMP-0912,Influencer,Seasonal Sale,North,45-54,15465,1109,57738.1,104,43448.34,-24.75,7.17,52.06,9.38,555.17
CAMP-0913,Influencer,Brand Awareness,West,25-34,6144,228,12637.22,11,1874.29,-85.17,3.71,55.43,4.82,1148.84
CAMP-0914,SMS,Brand Awareness,North,35-44,12370,659,5600.14,104,37620.3,571.77,5.33,8.5,15.78,53.85
CAMP-0915,Influencer,Brand Awareness,East,45-54,19071,268,14563.28,9,3153.09,-78.35,1.41,54.34,3.36,1618.14
CAMP-0916,SMS,Seasonal Sale,East,25-34,32776,1578,12400.51,172,12127.94,-2.2,4.81,7.86,10.9,72.1
CAMP-0917,Google Ads,Retargeting,South,25-34,40165,734,35250.36,99,5593.07,-84.13,1.83,48.03,13.49,356.06
CAMP-0918,Google Ads,Seasonal Sale,North,18-24,25129,1109,53785.27,135,53697.37,-0.16,4.41,48.5,12.17,398.41
CAMP-0919,Email,Retargeting,South,25-34,30512,1599,6545.68,229,114026.9,1642.02,5.24,4.09,14.32,28.58
CAMP-0920,Influencer,Retargeting,North,55+,11440,1065,59936.97,45,15734.77,-73.75,9.31,56.28,4.23,1331.93
CAMP-0921,SMS,Retargeting,East,18-24,12968,609,5197.63,59,4084.32,-21.42,4.7,8.53,9.69,88.1
CAMP-0922,SMS,Retargeting,South,25-34,47526,3001,20245.76,418,202111.66,898.29,6.31,6.75,13.93,48.43
CAMP-0923,Google Ads,Retargeting,West,55+,5028,371,18804.79,90,37663.18,100.29,7.38,50.69,24.26,208.94
CAMP-0924,Social Media,Brand Awareness,East,35-44,6383,463,9984.27,21,5762.41,-42.29,7.25,21.56,4.54,475.44
CAMP-0925,Influencer,Seasonal Sale,East,55+,19298,2012,133278.2,170,9275.52,-93.04,10.43,66.24,8.45,783.99
CAMP-0926,Influencer,Retargeting,North,45-54,6463,106,5485.91,9,3462.59,-36.88,1.64,51.75,8.49,609.55
CAMP-0927,Influencer,Seasonal Sale,West,35-44,26079,642,44350.12,61,26961.31,-39.21,2.46,69.08,9.5,727.05
CAMP-0928,SMS,Retargeting,West,18-24,6281,701,4876.33,68,17353.14,255.86,11.16,6.96,9.7,71.71
CAMP-0929,Social Media,Brand Awareness,North,25-34,45794,4873,141918.23,339,50526.49,-64.4,10.64,29.12,6.96,418.64
CAMP-0930,SMS,Lead Generation,West,35-44,22939,243,2161.15,43,12380.17,472.85,1.06,8.89,17.7,50.26
CAMP-0931,Google Ads,Lead Generation,South,55+,28845,1132,50983.46,180,53147.81,4.25,3.92,45.04,15.9,283.24
CAMP-0932,Email,Seasonal Sale,North,55+,11649,151,615.54,12,3680.61,497.95,1.3,4.08,7.95,51.29
CAMP-0933,Social Media,Seasonal Sale,West,18-24,37147,2018,43478.11,164,32732.24,-24.72,5.43,21.55,8.13,265.11
CAMP-0934,Influencer,Lead Generation,West,55+,24592,857,47076.06,34,15754.36,-66.53,3.48,54.93,3.97,1384.59
CAMP-0935,Email,Brand Awareness,North,35-44,1877,186,938.73,29,6118.4,551.77,9.91,5.05,15.59,32.37
CAMP-0936,Email,Brand Awareness,West,18-24,42879,1333,5420.14,199,17408.55,221.18,3.11,4.07,14.93,27.24
CAMP-0937,SMS,Seasonal Sale,North,45-54,26278,960,7214.98,139,11100.45,53.85,3.65,7.52,14.48,51.91
CAMP-0938,Google Ads,Brand Awareness,North,18-24,31004,2380,127340.28,352,27908.3,-78.08,7.68,53.5,14.79,361.76
CAMP-0939,Email,Retargeting,East,18-24,19430,1375,6043.86,263,111991.36,1752.98,7.08,4.4,19.13,22.98
CAMP-0940,Email,Seasonal Sale,East,35-44,48353,5694,24247.91,668,213856.63,781.96,11.78,4.26,11.73,36.3
CAMP-0941,Influencer,Lead Generation,North,35-44,24231,2779,160843.13,248,55556.32,-65.46,11.47,57.88,8.92,648.56
CAMP-0942,Social Media,Retargeting,East,18-24,43226,434,8922.78,33,11850.44,32.81,1.0,20.56,7.6,270.39
CAMP-0943,Email,Brand Awareness,South,55+,12761,471,1889.11,67,6866.87,263.5,3.69,4.01,14.23,28.2
CAMP-0944,Social Media,Lead Generation,North,25-34,32238,2893,65481.77,214,34477.36,-47.35,8.97,22.63,7.4,305.99
CAMP-0945,Social Media,Brand Awareness,West,45-54,43474,2562,56090.03,144,13412.99,-76.09,5.89,21.89,5.62,389.51
CAMP-0946,Email,Lead Generation,South,45-54,30798,2510,13921.97,278,128794.81,825.12,8.15,5.55,11.08,50.08
CAMP-0947,SMS,Seasonal Sale,East,45-54,14811,732,5347.78,76,7118.44,33.11,4.94,7.31,10.38,70.37
CAMP-0948,Influencer,Retargeting,East,35-44,2635,27,1899.61,2,605.66,-68.12,1.02,70.36,7.41,949.8
CAMP-0949,SMS,Retargeting,South,18-24,14307,1169,9735.36,128,26312.15,170.27,8.17,8.33,10.95,76.06
CAMP-0950,SMS,Retargeting,North,45-54,49058,2782,21296.37,293,70757.97,232.25,5.67,7.66,10.53,72.68
CAMP-0951,Social Media,Retargeting,West,35-44,29767,1514,36802.27,66,18976.15,-48.44,5.09,24.31,4.36,557.61
CAMP-0952,Social Media,Retargeting,South,55+,33198,1056,28808.04,121,20345.26,-29.38,3.18,27.28,11.46,238.08
CAMP-0953,Influencer,Retargeting,East,45-54,2868,71,3740.0,4,279.46,-92.53,2.48,52.68,5.63,935.0
CAMP-0954,SMS,Lead Generation,North,35-44,39516,1041,8194.58,185,51367.84,526.85,2.63,7.87,17.77,44.3
CAMP-0955,Google Ads,Retargeting,South,25-34,24863,651,31373.24,99,17865.34,-43.06,2.62,48.19,15.21,316.9
CAMP-0956,Email,Brand Awareness,West,18-24,42379,574,3156.98,68,21719.85,587.99,1.35,5.5,11.85,46.43
CAMP-0957,SMS,Brand Awareness,North,25-34,33413,2890,20303.92,308,77029.18,279.38,8.65,7.03,10.66,65.92
CAMP-0958,Google Ads,Lead Generation,West,25-34,28469,741,33475.03,71,19063.08,-43.05,2.6,45.18,9.58,471.48
CAMP-0959,Email,Lead Generation,South,25-34,23734,2607,12982.52,489,74104.81,470.8,10.98,4.98,18.76,26.55
CAMP-0960,Google Ads,Brand Awareness,South,25-34,4216,237,11384.67,56,17061.06,49.86,5.62,48.04,23.63,203.3
CAMP-0961,SMS,Brand Awareness,East,18-24,21604,2097,14541.69,129,60875.49,318.63,9.71,6.93,6.15,112.73
CAMP-0962,Email,Lead Generation,East,55+,31004,1601,9072.03,147,35754.3,294.12,5.16,5.67,9.18,61.71
CAMP-0963,Social Media,Seasonal Sale,South,25-34,29228,2384,50320.04,214,34325.12,-31.79,8.16,21.11,8.98,235.14
CAMP-0964,SMS,Lead Generation,North,55+,7350,117,1012.54,12,5127.17,406.37,1.59,8.65,10.26,84.38
CAMP-0965,Email,Seasonal Sale,North,18-24,23760,310,1526.02,29,9198.03,502.75,1.3,4.92,9.35,52.62
CAMP-0966,Email,Brand Awareness,West,18-24,2251,202,892.91,32,12398.88,1288.59,8.97,4.42,15.84,27.9
CAMP-0967,Google Ads,Seasonal Sale,North,25-34,34962,1847,69372.41,440,133024.3,91.75,5.28,37.56,23.82,157.66
CAMP-0968,Social Media,Brand Awareness,West,35-44,48443,2266,65505.06,260,121637.79,85.69,4.68,28.91,11.47,251.94
CAMP-0969,SMS,Seasonal Sale,West,55+,32333,3154,28305.2,421,73880.21,161.01,9.75,8.97,13.35,67.23
CAMP-0970,Email,Seasonal Sale,South,55+,10618,689,3474.61,58,21758.0,526.2,6.49,5.04,8.42,59.91
CAMP-0971,SMS,Retargeting,North,18-24,22631,1096,9502.48,77,33162.13,248.98,4.84,8.67,7.03,123.41
CAMP-0972,SMS,Seasonal Sale,North,55+,8058,693,5556.93,82,30169.47,442.92,8.6,8.02,11.83,67.77
CAMP-0973,SMS,Retargeting,South,45-54,49253,2543,23316.18,163,51982.15,122.94,5.16,9.17,6.41,143.04
CAMP-0974,Social Media,Seasonal Sale,South,18-24,42403,3124,75071.24,206,50795.5,-32.34,7.37,24.03,6.59,364.42
CAMP-0975,Email,Retargeting,West,25-34,23530,2166,10306.03,274,55245.66,436.05,9.21,4.76,12.65,37.61
CAMP-0976,Google Ads,Retargeting,South,18-24,35833,3799,198690.24,937,237344.64,19.45,10.6,52.3,24.66,212.05
CAMP-0977,Google Ads,Retargeting,South,55+,48364,4351,195391.55,910,361854.28,85.19,9.0,44.91,20.91,214.72
CAMP-0978,SMS,Brand Awareness,East,55+,38279,2206,16049.84,253,50013.06,211.61,5.76,7.28,11.47,63.44
CAMP-0979,Google Ads,Retargeting,West,18-24,41832,2020,95968.84,356,38473.64,-59.91,4.83,47.51,17.62,269.58
CAMP-0980,Google Ads,Seasonal Sale,West,55+,18271,1052,41766.51,192,70257.56,68.22,5.76,39.7,18.25,217.53
CAMP-0981,Google Ads,Brand Awareness,West,25-34,15946,1393,57276.51,160,29318.33,-48.81,8.74,41.12,11.49,357.98
CAMP-0982,SMS,Lead Generation,East,55+,14923,908,7861.79,148,51260.84,552.03,6.08,8.66,16.3,53.12
CAMP-0983,Google Ads,Brand Awareness,West,45-54,9798,395,15132.77,104,14636.75,-3.28,4.03,38.31,26.33,145.51
CAMP-0984,SMS,Retargeting,South,18-24,31488,1419,9687.11,181,70869.35,631.58,4.51,6.83,12.76,53.52
CAMP-0985,Google Ads,Brand Awareness,West,35-44,1562,155,6029.43,17,868.45,-85.6,9.92,38.9,10.97,354.67
CAMP-0986,Google Ads,Brand Awareness,North,35-44,10136,908,48414.42,105,35919.83,-25.81,8.96,53.32,11.56,461.09
CAMP-0987,Email,Brand Awareness,North,35-44,20066,1158,6824.76,165,19943.1,192.22,5.77,5.89,14.25,41.36
CAMP-0988,Influencer,Lead Generation,North,35-44,10543,1123,72525.22,63,18113.71,-75.02,10.65,64.58,5.61,1151.19
CAMP-0989,Influencer,Seasonal Sale,East,35-44,13351,166,8423.98,10,2600.18,-69.13,1.24,50.75,6.02,842.4
CAMP-0990,Email,Seasonal Sale,West,18-24,20852,1221,5150.4,247,78945.07,1432.79,5.86,4.22,20.23,20.85
CAMP-0991,Influencer,Retargeting,South,18-24,43511,4524,279584.83,310,142568.51,-49.01,10.4,61.8,6.85,901.89
CAMP-0992,Social Media,Seasonal Sale,East,55+,40733,1418,30531.29,158,41220.46,35.01,3.48,21.53,11.14,193.24
CAMP-0993,Email,Seasonal Sale,East,25-34,6081,251,1250.4,25,8757.07,600.34,4.13,4.98,9.96,50.02
CAMP-0994,Social Media,Retargeting,West,45-54,23865,2138,53673.16,244,36901.51,-31.25,8.96,25.1,11.41,219.97
CAMP-0995,Email,Retargeting,East,25-34,35307,2512,14345.09,248,94535.34,559.01,7.11,5.71,9.87,57.84
CAMP-0996,Social Media,Seasonal Sale,East,55+,43378,2349,61243.31,336,102747.74,67.77,5.42,26.07,14.3,182.27
CAMP-0997,Google Ads,Brand Awareness,North,18-24,45291,2563,103654.47,365,142648.49,37.62,5.66,40.44,14.24,283.98
CAMP-0998,Influencer,Seasonal Sale,North,35-44,43490,3950,281936.54,392,64502.13,-77.12,9.08,71.38,9.92,719.23
CAMP-0999,Email,Brand Awareness,East,35-44,13905,538,2867.32,103,12587.54,339.0,3.87,5.33,19.14,27.84
CAMP-1000,SMS,Brand Awareness,South,55+,1106,64,506.27,6,1883.24,271.98,5.79,7.91,9.38,84.38
